"Latest: Time (s)","Latest: Temperature (°C)"
51,24.9162300498
51.5,24.9104313617
52,24.9060823273
52.5,24.9017332773
53,24.8959345195
53.5,24.89303513
54,24.8799877894
54.5,24.8770883608
55,24.8698397576
55.5,24.8640408424
56,24.8538926704
56.5,24.8466439209
57,24.8393951249
57.5,24.8350458248
58,24.8219978228
58.5,24.8147488662
59,24.8074998615
59.5,24.798800992
60,24.78720239
60.5,24.7785033555
61,24.7683543914
61.5,24.7596552008
62,24.7509559372
62.5,24.7408067032
63,24.730657368
63.5,24.7219578565
64,24.71035839
64.5,24.701658701
65,24.6886090226
65.5,24.6784591515
66,24.671209178
66.5,24.6567090654
67,24.6465588541
67.5,24.6320583607
68,24.6161075546
68.5,24.608857096
69,24.5929058822
69.5,24.5798546772
70,24.5697036068
70.5,24.5523014975
71,24.5377994721
71.5,24.5276479079
72,24.5145957178
72.5,24.4986427649
73,24.4870404244
73.5,24.4725372679
74,24.4565834963
74.5,24.4420797923
75,24.429026232
75.5,24.410170706
76,24.3985670777
76.5,24.3840622958
77,24.3666561922
77.5,24.3521507981
78,24.3361945377
78.5,24.3245897676
79,24.3071822659
79.5,24.2897743442
80,24.2752674182
80.5,24.2578587135
81,24.2448019003
81.5,24.2244908117
82,24.207080827
82.5,24.1896703937
83,24.1722595069
83.5,24.1577500846
84,24.1359853479
84.5,24.120024076
85,24.1040624064
85.5,24.0822958455
86,24.0648820526
86.5,24.0445653425
87,24.0315042451
87.5,24.0111864244
88,23.9937706033
88.5,23.974902889
89,23.9545831362
89.5,23.9386171196
90,23.9197476217
90.5,23.8994259276
91,23.8805551296
91.5,23.8602320206
92,23.8413598951
92.5,23.825390667
93,23.8007100281
93.5,23.7876433496
94,23.7644129085
94.5,23.7455374229
95,23.7237571698
95.5,23.7048802093
96,23.6874547061
96.5,23.6642197723
97,23.6453405988
97.5,23.6250083815
98,23.6046753271
98.5,23.5828889738
99,23.5669116925
99.5,23.5465762026
100,23.5247872144
100.5,23.5059026113
101,23.4812062103
101.5,23.4637726643
102,23.441979801
102.5,23.4216388542
103,23.4012969905
103.5,23.3809542019
104,23.3577041579
104.5,23.3359061244
105,23.3126536857
105.5,23.2937601567
106,23.2748657937
106.5,23.2516100387
107,23.2327137921
107.5,23.2109093682
108,23.1949187283
108.5,23.168750885
109,23.1469430659
109.5,23.1265880397
110,23.1004157725
110.5,23.0800583728
111,23.0596999214
111.5,23.0393404102
112,23.0160710894
112.5,22.997163731
113,22.9709827664
113.5,22.9477092789
114,22.9200701382
114.5,22.8909740865
115,22.8633307078
115.5,22.8342301501
116,22.8051272467
116.5,22.784753806
117,22.7600130554
117.5,22.7352705664
118,22.7163486575
118.5,22.6945144034
119,22.6755902644
119.5,22.6493858828
120,22.6260914022
120.5,22.6057074114
121,22.5824099022
121.5,22.5605670048
122,22.5387226622
122.5,22.515420426
123,22.4921165219
123.5,22.4688109378
124,22.4513306397
124.5,22.4251083965
125,22.4017979138
125.5,22.3799427676
126,22.3551717535
126.5,22.3333133343
127,22.3129107446
127.5,22.2910493194
128,22.2662711393
128.5,22.245864055
129,22.2225399757
129.5,22.1992140742
130,22.1744282936
130.5,22.1554730548
131,22.1336001011
131.5,22.1102671394
132,22.0883907791
132.5,22.0650541606
133,22.0431743502
133.5,22.0183751942
134,21.9950328215
134.5,21.9746066522
135,21.9527198106
135.5,21.9279126346
136,21.9045626642
136.5,21.8797511387
137,21.8636954175
137.5,21.8345007567
138,21.8111427472
138.5,21.7921628622
139,21.7673409685
139.5,21.7454373627
140,21.7235319321
140.5,21.7030852081
141,21.6826368772
141.5,21.6563437912
142,21.6329699031
142.5,21.6110549428
143,21.5847544971
143.5,21.5686806563
144,21.543837246
144.5,21.5219145424
145,21.4970664774
145.5,21.475139643
146,21.4546728361
146.5,21.431280106
147,21.4049606001
147.5,21.384487897
148,21.3625509286
148.5,21.3406119541
149,21.3186709629
149.5,21.2923390968
150,21.2733198123
150.5,21.249909349
151,21.2279599112
151.5,21.2030813782
152,21.182591167
152.5,21.1591715505
153,21.1313576466
153.5,21.1093969034
154,21.0888982907
154.5,21.0654690246
155,21.0420373141
155.5,21.0229972406
156,21.0010259002
156.5,20.9805173498
157,20.9629370746
157.5,20.9394945187
158,20.9145840487
158.5,20.8882051469
159,20.8647545342
159.5,20.8427672649
160,20.8207777396
160.5,20.7987859477
161,20.7767918785
161.5,20.7562620166
162,20.7283968577
162.5,20.7078622634
163,20.6858586681
163.5,20.6638527406
164,20.6433117612
164.5,20.6227687323
165,20.5978208575
165.5,20.5816764903
166,20.5567235825
166.5,20.5332356826
167,20.5126815243
167.5,20.4906568754
168,20.4686297989
168.5,20.446600284
169,20.4245683198
169.5,20.4025338956
170,20.3834353963
170.5,20.3540494494
171,20.3364157541
171.5,20.3143713811
172,20.2937943647
172.5,20.2688050304
173,20.2511635394
173.5,20.229109384
174,20.2085231993
174.5,20.1879347788
175,20.1599897587
175.5,20.1379249657
176,20.115857571
176.5,20.095258979
177,20.0717149327
177.5,20.0511114337
178,20.0275617559
178.5,20.0084254177
179,19.9848702516
179.5,19.9495317853
180,19.9289144961
180.5,19.8935650829
181,19.8582086972
181.5,19.8302132504
182,19.8081084602
182.5,19.7860009036
183,19.7668387747
183.5,19.7432517415
184,19.7211360056
184.5,19.7004921168
185,19.6813205916
185.5,19.6606719559
186,19.6414960071
186.5,19.6164165347
187,19.5928089662
187.5,19.5736254086
188,19.5529637692
188.5,19.5308234994
189,19.5101566253
189.5,19.4865342285
190,19.4702918983
190.5,19.4496175564
191,19.4304176541
191.5,19.4038295047
192,19.3816694459
192.5,19.3654168412
193,19.3417738163
193.5,19.3225613434
194,19.2989121155
194.5,19.2811729366
195,19.2619533014
195.5,19.2382952262
196,19.2161126231
196.5,19.1998434318
197,19.1791347955
197.5,19.1628618383
198,19.1421483941
198.5,19.1140329623
199,19.1007133804
199.5,19.0740708368
200,19.0548261882
200.5,19.0296565371
201,19.0074446474
201.5,18.9852295823
202,18.9615299999
202.5,18.9422714097
203,18.9200469638
203.5,18.9007831725
204,18.869659611
204.5,18.8474246011
205,18.8281516237
205.5,18.8059105217
206,18.7851492004
206.5,18.761418465
207,18.7451014048
207.5,18.7198806249
208,18.7020751508
208.5,18.6827834785
209,18.6605207343
209.5,18.6382546335
210,18.6174699007
210.5,18.5937123152
211,18.5758915943
211.5,18.5536126313
212,18.5313302553
212.5,18.5149876703
213,18.4926993506
213.5,18.4704075856
214,18.4481123635
214.5,18.4258136725
215,18.4094590875
215.5,18.3886414466
216,18.3678207563
216.5,18.351459497
217,18.329145637
217.5,18.3098041015
218,18.2859954811
218.5,18.2636712259
219,18.2458092539
219.5,18.2264562008
220,18.2041224063
220.5,18.1802957247
221,18.1624230174
221.5,18.143058302
222,18.1236908586
222.5,18.0968698802
223,18.0774958998
223.5,18.052156537
224,18.0312852771
224.5,18.0074284696
225,17.9895330982
225.5,17.9656689035
226,17.9477679748
226.5,17.9238963477
227,17.9059898278
